key,translation,locale
measurement_units.standard.gbqa.name,GB Quart,sv_SE
measurement_units.standard.ggeu.name,Bensin gallon ekvivalent,sv_SE
measurement_units.standard.length.cmet.name,Centimeter,sv_SE
measurement_units.standard.length.foot.name,Fot,sv_SE
measurement_units.standard.length.inch.name,Tum,sv_SE
measurement_units.standard.length.kmet.name,Kilometer,sv_SE
measurement_units.standard.length.metr.name,Meter,sv_SE
measurement_units.standard.length.mile.name,Mile,sv_SE
measurement_units.standard.length.mmet.name,Millimeter,sv_SE
measurement_units.standard.length.yard.name,Gård,sv_SE
measurement_units.standard.litr.name,Liter,sv_SE
measurement_units.standard.miba.name,Miljon fat,sv_SE
measurement_units.standard.mili.name,Milli Liter,sv_SE
measurement_units.standard.usga.name,US Gallon,sv_SE
measurement_units.standard.uspi.name,US Pint,sv_SE
measurement_units.standard.usqa.name,US Quart,sv_SE
measurement_units.standard.weight.gbou.name,GB uns,sv_SE
measurement_units.standard.weight.gbtn.name,GB Ton,sv_SE
measurement_units.standard.weight.gram.name,Gram,sv_SE
measurement_units.standard.weight.huwg.name,Hundra vikt,sv_SE
measurement_units.standard.weight.kilo.name,Kilo,sv_SE
measurement_units.standard.weight.oztr.name,Troy Ounce,sv_SE
measurement_units.standard.weight.pund.name,Pund,sv_SE
measurement_units.standard.weight.tone.name,Ton,sv_SE
measurement_units.standard.weight.ucwt.name,USA: s hundra vikt,sv_SE
measurement_units.standard.weight.usou.name,US Ounce,sv_SE
measurement_units.standard.weight.ustn.name,US Ton,sv_SE
message.submit_link,Ok!,sv_SE
multi_cart.cart.set_default.success,Kundvagnen '%quote%' har ställts in i din aktiva kundvagn.,sv_SE
multi_cart.form.create_cart,Lägg till ny vagn,sv_SE
multi_cart.form.edit_cart,Byt namn,sv_SE
multi_cart.form.edit_cart_information,Redigera kundinformation,sv_SE
multi_cart.form.quote.name,Kundvagn,sv_SE
multi_cart_page.cart_clear.success,Kundvagnen rensades framgångsrikt,sv_SE
multi_cart_page.cart_delete_confirmation.breadcrumbs.shopping_carts,Kundvagnar,sv_SE
multi_cart_page.cart_delete_confirmation.cancel,Avbryt,sv_SE
multi_cart_page.cart_delete_confirmation.delete,Radera,sv_SE
multi_cart_page.cart_delete_confirmation.from_all_of_them,Det kommer att tas bort från dem alla,sv_SE
multi_cart_page.cart_delete_confirmation.shared_with,Den delas med följande användare,sv_SE
multi_cart_page.cart_delete_confirmation.trying_to_delete,Du försöker ta bort kundvagnen,sv_SE
multi_cart_page.cart_delete_confirmation.warning,Varning,sv_SE
multi_cart_widget.cart.action.change_name,Byt namn,sv_SE
multi_cart_widget.cart.action.clear,Rensa vagnen,sv_SE
multi_cart_widget.cart.action.delete,Ta bort kundvagn,sv_SE
multi_cart_widget.cart.action.duplicate,Duplicera,sv_SE
multi_cart_widget.cart.actions,Insatser,sv_SE
multi_cart_widget.cart.action.set_default,Aktivera,sv_SE
multi_cart_widget.cart.action.view,Visa detaljer,sv_SE
multi_cart_widget.cart.add,Skapa ny kundvagn,sv_SE
multi_cart_widget.cart.cart,Vagn,sv_SE
multi_cart_widget.cart.cart_name,Kundvagn,sv_SE
multi_cart_widget.cart.carts,Vagnar,sv_SE
multi_cart_widget.cart.created.success,Kundvagnen '%quoteName%' skapades,sv_SE
multi_cart_widget.cart.default,Aktiva,sv_SE
multi_cart_widget.cart.item,Artikel,sv_SE
multi_cart_widget.cart.items,Objekt,sv_SE
multi_cart_widget.cart.list,Kundvagnslista,sv_SE
multi_cart_widget.cart.remove.confirm,Är du säker på att du vill ta bort den här vagnen?,sv_SE
multi_cart_widget.cart.status,Status,sv_SE
multi_cart_widget.cart.sub_total,Sub totalt,sv_SE
multi_cart_widget.cart.updated.success,Kundvagnen har uppdaterats,sv_SE
multi_cart_widget.cart.view_all,Visa alla vagnar,sv_SE
navigation.menu.categories,Kategorier,sv_SE
navigation.menu.have-a-look,Det är värt en titt,sv_SE
newsletter.form.subscribe,Prenumerera,sv_SE
newsletter.subscribe,E-post,sv_SE
newsletter.subscription.already_subscribed,Du prenumererar redan på nyhetsbrevet,sv_SE
newsletter.subscription.email_format_invalid,Ogiltigt format för e-postadress,sv_SE
newsletter.subscription.success,Du prenumererar framgångsrikt på nyhetsbrevet,sv_SE
newsletter.unsubscription.success,Du har avslutat prenumerationen på nyhetsbrevet,sv_SE
oms.state.authorization-pending-next-try,Pågående,sv_SE
oms.state.cancellation-pending,Annullering,sv_SE
oms.state.cancellation-pending-next-try,Annullering,sv_SE
oms.state.cancelled,Inställt,sv_SE
oms.state.capture-failed-clarification,Pågående,sv_SE
oms.state.capture pending,Pågående,sv_SE
oms.state.capture-pending,-,sv_SE
oms.state.capture-pending-next-try,Pågående,sv_SE
oms.state.closed,Stängd,sv_SE
oms.state.invalid,Inställt,sv_SE
oms.state.invoice-with-tracking-number-sent,Levereras,sv_SE
oms.state.new,Ny,sv_SE
oms.state.order-confirmation-email-sent,Pågående,sv_SE
oms.state.order-in-processing-email-sent,Pågående,sv_SE
oms.state.ready-for-refund,Återbetalning,sv_SE
oms.state.ready-for-turnover-cancellation,Återbetalning,sv_SE
oms.state.ready-for-turnover-creation,Levereras,sv_SE
oms.state.refund-failed-clarification,Återbetalning,sv_SE
oms.state.refund-pending,Återbetalning,sv_SE
oms.state.refund-pending-next-try,Återbetalning,sv_SE
oms.state.turnover-cancellation-failed,Återbetalning,sv_SE
oms.state.turnover-created,Levereras,sv_SE
oms.state.turnover-creation-failed,Levereras,sv_SE
oms.state.waiting-for-tracking-number,Pågående,sv_SE
oms.state.invoice-generated,Invoice generated,sv_SE
order_cancel_widget.cancel_order,Avbryt beställningen,sv_SE
order_cancel_widget.order.cancelled,Beställningen avbröts.,sv_SE
order_invoice.invoice_template.company.address,Grazbachgasse 87-93 <br> A-8010 Graz <br> UID: ATU67661657 <br> Handelsregister: FN389134g,sv_SE
order_invoice.invoice_template.company.group,Unternehmensgruppe Spryker Systems GmbH,sv_SE
order_invoice.invoice_template.company.name,mWS myWorld Solutions AG,sv_SE
order_invoice.invoice_template.introduction,Vi debiterar dig härmed för följande varor:,sv_SE
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Berlin,sv_SE
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Berlin,sv_SE
order_invoice.invoice_template.reference,Faktura Nr.,sv_SE
order_invoice.invoice_template.table.bottom_text,Vi levererar och utför uteslutande enligt våra allmänna affärsvillkor som du är bekant med.,sv_SE
order_invoice.invoice_template.table.cashback_customer_number,Cashback kundnummer:,sv_SE
order_invoice.invoice_template.table.discount,Rabatt,sv_SE
order_invoice.invoice_template.table.grandtotal,Totalt totalt,sv_SE
order_invoice.invoice_template.table.grant_total,Den totala summan:,sv_SE
order_invoice.invoice_template.table.gross_price,Bruttopriset,sv_SE
order_invoice.invoice_template.table.invoice_date,Fakturagenereringsdatum:,sv_SE
order_invoice.invoice_template.table.name,Artikelnamn,sv_SE
order_invoice.invoice_template.table.net_price,Nettopris,sv_SE
order_invoice.invoice_template.table.number,Pos.,sv_SE
order_invoice.invoice_template.table.order_date,Orderdatum:,sv_SE
order_invoice.invoice_template.table.order_reference,Beställningsnumret:,sv_SE
order_invoice.invoice_template.table.payment_reference,Betalningsreferens,sv_SE
order_invoice.invoice_template.table.price,Pris,sv_SE
order_invoice.invoice_template.table.quantity,Artikelantal,sv_SE
order_invoice.invoice_template.table.subtotal,Delsumma,sv_SE
order_invoice.invoice_template.table.tax,Skattenivå,sv_SE
order_invoice.invoice_template.table.tax.included,detta inkluderar %tax_rate%% moms netto,sv_SE
order_invoice.invoice_template.table.tax.name,MOMS,sv_SE
order_invoice.invoice_template.table.uid,UID:,sv_SE
packaging_unit_type.box.name,Låda,sv_SE
packaging_unit_type.giftbox.name,Presentlåda,sv_SE
packaging_unit_type.item.name,Artikel,sv_SE
packaging_unit_type.pack_100.name,Förpackning 100,sv_SE
packaging_unit_type.pack_20.name,Förpackning 20,sv_SE
packaging_unit_type.pack_500.name,Packa 500,sv_SE
packaging_unit_type.pack_mixed.name,Lådor med blandade skruvar,sv_SE
packaging_unit_type.palette.name,Palett,sv_SE
packaging_unit_type.ring_500.name,Ring (500m),sv_SE
packaging_unit_type.valentines_special.name,Alla hjärtans special,sv_SE
page.checkout.address.address-example,Exempel: </br> Wayne Manor 1 </br> 10292 Gotham City </br> z.H. Alfred Pennyworth,sv_SE
page.checkout.address.address_select.label,Välj en leveransadress,sv_SE
page.checkout.address.address_select.placeholder,Välj en adress,sv_SE
page.checkout.address.billing-address,Fakturaadress,sv_SE
page.checkout.address.billing.address_select,Välj en faktureringsadress,sv_SE
page.checkout.address.billing-isnt-shipping-address,Annan leveransadress,sv_SE
page.checkout.address.billing-same-as-shipping,Fakturering samma som frakt,sv_SE
page.checkout.address.delivery.address_select,Välj en leveransadress,sv_SE
page.checkout.address.different_billing_address,Använd en annan faktureringsadress,sv_SE
page.checkout.address.different_delivery_address,Använd en annan leveransadress,sv_SE
page.checkout.address.edit,redigera adressdata,sv_SE
page.checkout.address.heading,1. Adressuppgifter,sv_SE
page.checkout.address.manage_your_addresses,Hantera dina adresser,sv_SE
page.checkout.address.multi_shipment.title,Tilldela varje produkt till sin egen leveransadress,sv_SE
page.checkout.address.name,namn,sv_SE
page.checkout.address.next-step,Fortsätt till leveransmetoden,sv_SE
page.checkout.address.option_group.company_business_unit,Affärsadresser,sv_SE
page.checkout.address.option_group.customer,Kundadresser,sv_SE
page.checkout.address.shipping-address,Leveransadress,sv_SE
page.checkout.address.use_selected_address,Använd vald adress,sv_SE
page.checkout.client.existing,Befintlig kund,sv_SE
page.checkout.client.new,Ny kund,sv_SE
page.checkout.create_account,Skapa kundkonto,sv_SE
page.checkout.errors,Kontrollera ditt bidrag.,sv_SE
page.checkout.finalize.buy-now,Köp nu,sv_SE
page.checkout.finalize.enter-voucher,Skriv in en kupongkod,sv_SE
page.checkout.finalize.heading,4. Kontrollera och slutföra beställningen,sv_SE
page.checkout.finalize.tos,"Med ett klick på knappen """" Köp nu """" bekräftar jag GTC: erna.",sv_SE
page.checkout.payment.cc_text,"Kreditkortsdata lagras eller bearbetas inte av myWorld. myWorld använder Adyen N.V., Simon Camiggelstraat 6-50, 1011 DJ Amsterdam, Nederländerna, för att hantera kreditkortsbetalningar. myWorld har beställt myWorld International Limited, 3: e våningen, 40 Bank Street, London E14 5NR, Storbritannien, att hantera betalningsprocessen.",sv_SE
page.checkout.payment.edit,redigera betalningsmetod,sv_SE
page.checkout.payment.heading,3. Betalningsmetod,sv_SE
page.checkout.payment.next-step,Fortsätt att slutföra beställningen,sv_SE
page.checkout.shipment.edit,redigera leveransmetod,sv_SE
page.checkout.shipment.heading,2. Fraktmetod,sv_SE
page.checkout.shipment.item.price,Pris,sv_SE
page.checkout.shipment.item.quantity,Belopp,sv_SE
page.checkout.shipment.next-step,Fortsätt till betalningsmetod,sv_SE
page.checkout.shipment.requested_delivery_date.label,Begärt leveransdatum,sv_SE
page.checkout.shipment.requested_delivery_date.placeholder,Lämna den tom om du vill ha den ASAP,sv_SE
page.checkout.shipment.requested_delivery_date.title,När vill du bli levererad?,sv_SE
page.checkout.shipment.shipment_group_heading,Leverans %current% av %total%,sv_SE
page.checkout.shipment.shipping_address.title,Leveransadress,sv_SE
page.checkout.shipment.shipping_method_heading,Frakt metod,sv_SE
page.checkout.shipping.day,dag,sv_SE
page.checkout.shipping.days,dagar,sv_SE
page.checkout.shipping.delivery_time,Leveranstid:,sv_SE
page.checkout.shipping.price,Pris:,sv_SE
page.checkout.summary.accept_terms_and_conditions,Jag accepterar villkoren,sv_SE
page.checkout.summary.billing,Fakturaadress,sv_SE
page.checkout.summary.card_expires,Utgångsdatum,sv_SE
page.checkout.summary.card_number,Kortnummer,sv_SE
page.checkout.summary.card_type,Kort typ,sv_SE
page.checkout.summary.complete_checkout,Fullständig utcheckning,sv_SE
page.checkout.summary.date_of_birth,Födelsedatum,sv_SE
page.checkout.summary.name_on_card,namn på kortet,sv_SE
page.checkout.summary.products,Produkter,sv_SE
page.checkout.summary.shipping,leveransadress,sv_SE
page.checkout.summary.sms_code,SMS-kod,sv_SE
page.checkout.terms,Jag accepterar de allmänna villkoren.,sv_SE
page.detail.add-to-cart,Lägg till i kundvagn,sv_SE
page.detail.add-to-shopping-list,Lägg till i inköpslistan,sv_SE
page.detail.add-to-wishlist,Lägg till i önskelista,sv_SE
page.detail.affiliate-product-action,Gå till Shop,sv_SE
page.detail.dimensions,Mätningar,sv_SE
page.detail.volume_price.price,Pris,sv_SE
page.detail.volume_price.quantity,Kvantitet,sv_SE
page.imprint.title,Avtryck,sv_SE
page.imprint.url,/sv/avtryck,sv_SE
page.privacy.title,Dataintegritet,sv_SE
page.privacy.url,/sv/sekretess,sv_SE
page.product.by,förbi,sv_SE
page.product.condition,Tillstånd,sv_SE
page.product.details,Detaljer,sv_SE
page.product.details.slider_image,Produktbild,sv_SE
page.product.details.slider_thumbnail,Produktbild,sv_SE
page.product.seller,Säljare,sv_SE
page.product.shipping-fee-from,Frakt från,sv_SE
page.product.similar-products,Du kanske också gillar,sv_SE
page.product.status,Ny,sv_SE
page.product.upsell-products,Liknande Produkter,sv_SE
page.terms.title,GTC,sv_SE
page.terms.url,/sv/gtc,sv_SE
pagination.next,Nästa,sv_SE
pagination.previous,Tidigare,sv_SE
password.confirm,Bekräfta passwort,sv_SE
payment.creditcard,Kreditkort,sv_SE
payment.dummy-payment.credit-card,Betala med följande kreditkort:,sv_SE
payment.invoice,Faktura,sv_SE
payment.paypal,PayPal,sv_SE
payment.prepay,Förskottsbetalning,sv_SE
payment.step.api_request.error,"Tyvärr, något gick fel med betalningen. Vänligen försök igen senare!",sv_SE
pdp.include.vat,inkl. MOMS,sv_SE
pdp.price.from,från,sv_SE
persistent_cart.error.quote.not_available,Kundvagnen finns inte,sv_SE
persistent_cart.quote.remove.can_not_remove_last_cart,Kunden ska ha minst en vagn,sv_SE
persistent_cart.quote.remove.success,Kundvagnen har tagits bort,sv_SE
personal.address.heading,Personlig information,sv_SE
place_order.pre_check.product_discontinued,"Produkten '%name%' har upphört, välj en alternativ",sv_SE
price-cart-connector.info.concrete-product-without-price.removed,Artikel %sku% utan pris togs bort från din kundvagn.,sv_SE
price.mode.gross_mode,Bruttopriser,sv_SE
price.mode.net_mode,Nettopriser,sv_SE
price.mode.switch.error,Det går inte att byta prisläge när det finns varor i kundvagnen.,sv_SE
product.access.denied,"Tyvärr, den här produkten är inte tillgänglig.",sv_SE
product_alternative_widget.add_to_shopping_list,Lägg till i inköpslistan,sv_SE
product_alternative_widget.add_to_wishlist,Lägg till i önskelista,sv_SE
product_alternative_widget.alternative_for,Alternativ för namn,sv_SE
product_alternative_widget.not_applicable,Ej tillämpligt,sv_SE
product_alternative_widget.product_alternative,Alternativa produkter,sv_SE
product_alternative_widget.product_status.discontinued,Avbruten,sv_SE
product_alternative_widget.show_all,Visa allt,sv_SE
product.multiple.affiliates,More than one offer,sv_SE
product.attribute.battery,Batteri,sv_SE
product.attribute.benefit_store,Fördelbutik,sv_SE
product.attribute.camera,Kamera,sv_SE
product.attribute.cashback_amount,Pengar tillbaka,sv_SE
product.attribute.color,Färg,sv_SE
product.attribute.description,Beskrivning,sv_SE
product.attribute.design,Design,sv_SE
product.attribute.display,Visa,sv_SE
product.attribute.focus,Fokus,sv_SE
product.attribute.gps,GPS,sv_SE
product.attribute.graphics,Grafik,sv_SE
product.attribute.image_big,Bilden är stor,sv_SE
product.attribute.image_quality,Bildkvalitet,sv_SE
product.attribute.image_small,Bild liten,sv_SE
product.attribute.iso_en,ISO,sv_SE
product.attribute.lens_system,Linssystem,sv_SE
product.attribute.license,Licens,sv_SE
product.attribute.long_description,lång beskrivning,sv_SE
product.attribute.manufacturer_name,varumärke,sv_SE
product.attribute.memory,Minne,sv_SE
product.attribute._none,Välj ett värde,sv_SE
product.attribute.processor,Processor,sv_SE
product.attribute.processor_boost_frequency,Processor Boost,sv_SE
product.attribute.product_id,Serienummer,sv_SE
product.attribute.product_stock.name,Säljare,sv_SE
product.attribute.screen,Skärm,sv_SE
product.attribute.shopping_points,Shoppingpunkter,sv_SE
product.attribute.shopping_point_store,Shopping Point Store,sv_SE
product.attribute.short_description,kort beskrivning,sv_SE
product.attribute.shutter,Slutare,sv_SE
product.attribute.sku,SKU,sv_SE
product.attribute.slug,snigel,sv_SE
product.attribute.storage,Lagring,sv_SE
product.attribute.themes,Teman,sv_SE
product.attribute.thermal_design_power,Termisk designkraft,sv_SE
product.attribute.total_megapixels,Totalt megapixlar,sv_SE
product.attribute.touchscreen,Pekskärm,sv_SE
product.attribute.touch_technology,Touch-teknik,sv_SE
product.attribute.usb_port,USB uttag,sv_SE
product.attribute.usb_version,USB-version,sv_SE
product.attribute.variant_id,ID,sv_SE
product.attribute.variant.reset,Återställa,sv_SE
product.attribute.video,Video,sv_SE
product.attribute.video_recording_modes,Videoinspelningslägen,sv_SE
product.attribute.voice_recording,Röstinspelning,sv_SE
product.attribute.waterproof,Vattentät,sv_SE
product.attribute.waterproof_up_to,Vattentät upp till,sv_SE
product.attribute.weight,Vikt,sv_SE
product.attribute.white_balance,vitbalans,sv_SE
product.attribute.width,Bredd,sv_SE
product_bundle.unavailable,Produkt '%productSku%' i paketet Produkt '%bundleSku%' är inte tillgängligt just nu,sv_SE
product-cart.info.concrete-product-inactive.removed,Inaktiv artikel %sku% togs bort från din kundvagn.,sv_SE
product-cart.info.restricted-product.removed,Artikel %sku% togs bort från kundvagnen eftersom den inaktiverades.,sv_SE
product_cart_item.remove,× ta bort,sv_SE
product-cart.validation.error.abstract-product-exists,"Produkten """" sku """" hittades inte",sv_SE
product-cart.validation.error.concrete-product-exists,"Produkten """" sku """" hittades inte",sv_SE
product-cart.validation.error.concrete-product-inactive,"Produkten """" sku """" är inte aktiv.",sv_SE
product-cart.validation.error.product-option-value-price-exists,Produktalternativets pris hittades inte för produkten '%sku%'.,sv_SE
product.detail.out_of_stock,Denna produkt är för närvarande inte tillgänglig.,sv_SE
product_discontinued.super_attribute_discontinued,Avbruten,sv_SE
product_discontinued_widget.note,Notera,sv_SE
product.filter.category,Kategorier,sv_SE
product.filter.label,Märka,sv_SE
product.filter.price,Pris,sv_SE
product.filter.price-default-chf-gross_mode,Pris,sv_SE
product.filter.price-default-chf-net_mode,Pris,sv_SE
product.filter.price-default-eur-gross_mode,Pris,sv_SE
product.filter.price-default-eur-net_mode,Pris,sv_SE
product.filter.rating,Betyg,sv_SE
product.groups,Produktgrupper,sv_SE
product.measurement.sales_unit,Försäljningsenhet,sv_SE
product.product_options,Produktalternativ,sv_SE
product.product_options_select,Välj ett alternativ,sv_SE
product_review.average_ratings,Genomsnittligt betyg,sv_SE
product_review.error.no_customer,Logga in för att komma åt den här funktionen.,sv_SE
product_review.no_reviews,Ingen recension för denna produkt ännu,sv_SE
product_review.on,på,sv_SE
product_review.product_ratings,Produktbetyg,sv_SE
product_review.product_reviews,Produktrecensioner,sv_SE
product_review.ratings_reviews,Betyg och recensioner,sv_SE
product_review.submit.add_a_review,Skriva en recension,sv_SE
product_review.submit.description,Beskrivning,sv_SE
product_review.submit.error,Recensionen har inte skickats.,sv_SE
product_review.submit.nickname,namn,sv_SE
product_review.submit.rating,Betyg,sv_SE
product_review.submit.rating.none,Inget betyg valdes,sv_SE
product_review.submit.success,Produktgranskning skickades in.,sv_SE
product_review.submit.summary,Sammanfattning,sv_SE
product_review.summary.out_of,ut ur,sv_SE
product_review.summary.review,recension,sv_SE
product_review.summary.reviews,recensioner,sv_SE
product_review.summary.star,Stjärna,sv_SE
product_review.summary.stars,Stjärnor,sv_SE
product_search_widget.search.no_results,Produkter hittades inte.,sv_SE
product_search_widget.search.product_discontinued_prefix,[Utgår],sv_SE
product.set.detail.add-all-to-cart,Lägg till allt i kundvagnen,sv_SE
product.set.detail.no-products,Inga produkter i uppsättningen,sv_SE
product.set.detail.set-contents,Produkter i denna uppsättning,sv_SE
product.sets,Produktuppsättningar,sv_SE
product.sets.no-results,Inga resultat.,sv_SE
product.sets.widget.title,Handla samlingen,sv_SE
product.unavailable,Produkten är slut i lager,sv_SE
product.variants,Produktvarianter,sv_SE
product.view,Se,sv_SE
profile.form.salutation,Hälsning,sv_SE
quick-order.button.add-more-rows,Lägg till fler rader,sv_SE
quick-order.button.clear-all-rows,Rensa alla rader,sv_SE
quick-order.button.create-order,Skapa order,sv_SE
quick-order.errors.items-required,Ange minst en produkt-SKU,sv_SE
quick-order.errors.quantity-required,Kvantiteten måste vara minst 1,sv_SE
quick-order.input-label.qty,# Antal,sv_SE
quick-order.input-label.sku,SKU,sv_SE
quick-order.message.success.the-form-items-have-been-successfully-cleared,Formobjekten har rensats.,sv_SE
quick-order.page-title,Snabb order,sv_SE
quick-order.paste-order.button.verify,Kontrollera,sv_SE
quick-order.paste-order.description,"Kopiera och klistra in din beställning med artikelnummer och kvantitet åtskilda av mellanslag, semikolon eller komma.",sv_SE
quick-order.paste-order.errors.parser.separator-not-detected,Separator är inte definierad.,sv_SE
quick-order.paste-order.errors.text-order-format-incorrect,Orderformatet är felaktigt.,sv_SE
quick-order.paste-order.input-placeholder.copy-paste-order,Klistra in din beställning här,sv_SE
quick-order.paste-order.title,Klistra in din beställning,sv_SE
remove,Avlägsna,sv_SE
reorder.info.restricted-product.removed,Artikel %sku% kunde inte läggas till i kundvagnen eftersom den inaktiverades.,sv_SE
replacement_for_widget.replacement_for,Ersättning för,sv_SE
return.create_return.validation.items_error,Returen kan inte göras för denna uppsättning objekt,sv_SE
return.create_return.validation.returnable_items_error,Retur kan inte skapas eftersom den innehåller objekt som inte kan returneras,sv_SE
return.create_return.validation.store_error,Retur kan inte skapas - fel butik har valts,sv_SE
return_page.account.no_return,Inga avkastningar just nu,sv_SE
return_page.breadcrumb.create_return,Skapa retur,sv_SE
return_page.breadcrumb.returns,Returnerar,sv_SE
return_page.button.create_return,Lämna tillbaka,sv_SE
return_page.button.return_list,Returnerar,sv_SE
return_page.button_text,Skapa retur,sv_SE
return_page.create_return.select_all_checkbox,Välj alla,sv_SE
return_page.create_return.validation.selected_items,Minst en produkt ska väljas.,sv_SE
return_page.default_title,Returnerar,sv_SE
return_page.details.actions.back_to_list,Tillbaka till listan,sv_SE
return_page.details.actions.print_slip,Utskriftsglas,sv_SE
return_page.details.page_title,Returnera detaljer,sv_SE
return_page.details.total.items_to_return,Objekt att returnera,sv_SE
return_page.details.total.items_to_return.count,föremål,sv_SE
return_page.details.total.remuneration_total,Ersättning totalt,sv_SE
return_page.item.options,Produktalternativ:,sv_SE
return_page.item_sku,SKU:,sv_SE
return_page.list.title,Returnerar,sv_SE
return_page.order_date,Orderdatum:,sv_SE
return_page.order_reference,Beställnings-ref:,sv_SE
return_page.quantity,Kvantitet:,sv_SE
return_page.returnable_state,Kan inte returneras,sv_SE
return_page.return.created,Returen har skapats,sv_SE
return_page.return_date,Återlämningsdatum:,sv_SE
return_page.return.date,Återlämningsdatum,sv_SE
return_page.return.items_state,Objektstat,sv_SE
return_page.return.number_of_items,Antal artiklar,sv_SE
return_page.return.order_ref,Orderreferens,sv_SE
return_page.return.print_return,Utskriftsglas,sv_SE
return_page.return_reasons.custom_reason.placeholder,Anpassad anledning,sv_SE
return_page.return_reasons.empty,-,sv_SE
return_page.return_reasons.select_reason.placeholder,Välj anledning,sv_SE
return_page.return_reasons.title,Anledning:,sv_SE
return_page.return_reference,Retur ref:,sv_SE
return_page.return.return_ref,Returreferens,sv_SE
return_page.return.title,Skapa retur,sv_SE
return_page.return.view_return,Visa retur,sv_SE
return_page.slip.barcode,Streckkod,sv_SE
return_page.slip.default_price,Standardpris,sv_SE
return_page.slip.items_to_return,Objekt att returnera,sv_SE
return_page.slip.order_reference,Beställ Ref,sv_SE
return_page.slip.product_name,produktnamn,sv_SE
return_page.slip.product_sku,Produkt-SKU,sv_SE
return_page.slip.quantity,Antal,sv_SE
return_page.slip.remuneration_total,Ersättning totalt,sv_SE
return_page.slip.return_date,Återlämningsdatum,sv_SE
return_page.slip.return_reason,Återvänd skäl,sv_SE
return_page.slip.return_reference,Retur Ref,sv_SE
return_page.slip.total_price,Totalbelopp,sv_SE
return_page.table.actions,-,sv_SE
return_page.title,Skapa retur,sv_SE
return.return_policy.returnable_till.message,Retur till: %date%,sv_SE
return.return_reasons.damaged.name,Skadad,sv_SE
return.return_reasons.no_longer_needed.name,Behövs inte längre,sv_SE
return.return_reasons.wrong-item.name,Fel sak,sv_SE
sales_configured_bundle_widget.quantity,Kvantitet:,sv_SE
sales_configured_bundle_widget.returnable_state,Kan inte returneras,sv_SE
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,Observera: Objekt från det konfigurerade paketet lades till i kundvagnen som enskilda produkter.,sv_SE
sales.error.customer_order_not_found,Kundorder hittades inte.,sv_SE
sales.error.order_cannot_be_canceled_due_to_wrong_item_state,Beställningen kan inte annulleras på grund av fel artikeltillstånd.,sv_SE
sales-order-threshold.expense.name,Tilläggsavgift,sv_SE
sales-order-threshold.hard-maximum-threshold.de.chf.message,Kundvagnens värde kan inte vara högre än {{threshold}}. Ta bort några artiklar för att fortsätta med beställningen,sv_SE
sales-order-threshold.hard-maximum-threshold.de.eur.message,Kundvagnens värde kan inte vara högre än {{threshold}}. Ta bort några artiklar för att fortsätta med beställningen,sv_SE
sales-order-threshold.hard-minimum-threshold.de.chf.message,Du bör lägga till objekt för {{threshold}} för att klara en rekommenderad tröskel. Du kan inte fortsätta med kassan,sv_SE
sales-order-threshold.hard-minimum-threshold.de.eur.message,Du bör lägga till objekt för {{threshold}} för att klara en rekommenderad tröskel. Du kan inte fortsätta med kassan,sv_SE
sales-order-threshold.soft-minimum-threshold.de.chf.message,"Du måste lägga till artiklar för {{threshold}} för att klara en rekommenderad tröskel, men om du vill kan du gå vidare till kassan.",sv_SE
sales-order-threshold.soft-minimum-threshold.de.eur.message,"Du måste lägga till artiklar för {{threshold}} för att klara en rekommenderad tröskel, men om du vill kan du gå vidare till kassan.",sv_SE
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,Tilläggsavgift,sv_SE
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,Tilläggsavgift,sv_SE
sales_product_bundle_widget.item.options,Produktalternativ:,sv_SE
sales_product_bundle_widget.item_sku,SKU:,sv_SE
sales_product_bundle_widget.quantity,Kvantitet:,sv_SE
sales_product_bundle_widget.returnable_state,Kan inte returneras,sv_SE
sales_product_bundle_widget.returnable_text,Retur till:,sv_SE
samsung.search.link,/sv/sök?q=samsung,sv_SE
shared_cart.form.customer,Köparens namn,sv_SE
shared_cart.form.data_empty,Det finns inga användare som du kan dela kundvagn med.,sv_SE
shared_cart.form.save_button,Spara,sv_SE
shared_cart.form.select_customer,Välj kund,sv_SE
shared_cart.form.select_permissions,Välj åtkomstnivå,sv_SE
shared_cart.form.share_button,Dela med sig,sv_SE
shared_cart.form.share_cart,Dela kundvagn,sv_SE
shared_cart.form.share_cart.title,"Dela kundvagn """" cart_name """"",sv_SE
shared_cart_page.share.success,Kundvagnen delades framgångsrikt,sv_SE
shared_cart_page.unshare.success,Kundvagnen delades framgångsrikt,sv_SE
shared_cart.share.breadcrumbs.share,Dela med sig,sv_SE
shared_cart.share.breadcrumbs.shopping_carts,Kundvagnar,sv_SE
shared_cart.share.error.already_exist,Kundvagnen delades redan med den här kunden,sv_SE
shared_cart.share.form.users,Användare,sv_SE
shared_cart.share_list.permissions.FULL_ACCESS,Full tillgång,sv_SE
shared_cart.share_list.permissions.NO_ACCESS,Ingen åtkomst,sv_SE
shared_cart.share_list.permissions.READ_ONLY,Skrivskyddad,sv_SE
shared_cart_widget.add_product.separate,Lägg till som separat objekt,sv_SE
