category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.it_IT,name.fr_FR,name.el_GR,meta_title.it_IT,meta_title.fr_FR,meta_title.el_GR,meta_description.it_IT,meta_description.fr_FR,meta_description.el_GR,meta_keywords.it_IT,meta_keywords.fr_FR,meta_keywords.el_GR,category_image_name.it_IT,category_image_name.fr_FR,category_image_name.el_GR
SUB_50010,MC_50001,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,1,1,1,1,0,1,,Catalog (default),,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,,,,,,
SUB_50011,MC_50001,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,1,1,1,1,0,1,,Catalog (default),,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,,,,,,
SUB_60001,MC_60001,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,1,1,1,1,0,1,,Catalog (default),,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,,,,,,
SUB_60002,MC_60001,Computer,Computer,Computer,Computer,1,1,1,1,0,1,,Catalog (default),,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,,,,,,
SUB_60002_01,SUB_60002,Notebook,Notebook,Notebook,Notebook,1,1,1,1,0,1,,Catalog (default),,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,,,,,,
SUB_60002_02,SUB_60002,Tablet,Tablet,Tablet,Tablet,1,1,1,1,0,1,,Catalog (default),,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,,,,,,
SUB_60002_03,SUB_60002,Monitors,Monitors,Monitors,Monitors,1,1,1,1,0,1,,Catalog (default),,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,,,,,,
SUB_60002_04,SUB_60002,IT,IT,IT,IT,1,1,1,1,0,1,,Catalog (default),,IT,IT,IT,IT,IT,IT,IT,IT,IT,,,,,,
SUB_60002_05,SUB_60002,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,1,1,1,1,0,1,,Catalog (default),,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,,,,,,
SUB_60003,MC_60001,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,1,1,1,1,0,1,,Catalog (default),,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,,,,,,
SUB_60004,MC_60001,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,1,1,1,1,0,1,,Catalog (default),,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,,,,,,
SUB_60005,MC_60001,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,1,1,1,1,0,1,,Catalog (default),,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,,,,,,
SUB_60006,MC_60001,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,1,1,1,1,0,1,,Catalog (default),,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,,,,,,
SUB_60006_01a,SUB_60006,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,1,1,1,1,0,1,1,Catalog (default),,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,,,,,,
SUB_60006_01b,SUB_60006,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,1,1,1,1,0,1,2,Catalog (default),,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,,,,,,
SUB_60006_02a,SUB_60006,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,1,1,1,1,0,1,3,Catalog (default),,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,,,,,,
SUB_60006_02b,SUB_60006,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,1,1,1,1,0,1,4,Catalog (default),,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,,,,,,
SUB_60006_03a,SUB_60006,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,1,1,1,1,0,1,5,Catalog (default),,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,,,,,,
SUB_60006_03b,SUB_60006,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,1,1,1,1,0,1,6,Catalog (default),,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,,,,,,
SUB_60006_04a,SUB_60006,Games for PC,Games for PC,Games for PC,Games for PC,1,1,1,1,0,1,7,Catalog (default),,Games for PC,Games for PC,Games for PC,Games for PC,Games for PC,Games for PC,Games for PC,Games for PC,Games for PC,,,,,,
SUB_60006_04b,SUB_60006,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,1,1,1,1,0,1,8,Catalog (default),,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,,,,,,
SUB_60006_05,SUB_60006,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,1,1,1,1,0,1,9,Catalog (default),,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,,,,,,
SUB_60006_06,SUB_60006,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,10,Catalog (default),,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,,,,,,
SUB_60007,MC_60001,Household Electronics,Household Electronics,Household Electronics,Household Electronics,1,1,1,1,0,1,,Catalog (default),,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,,,,,,
SUB_60007_01,SUB_60007,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,,,,,,
SUB_60007_02,SUB_60007,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,1,1,1,1,0,1,,Catalog (default),,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,,,,,,
SUB_60007_03,SUB_60007,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,1,1,1,1,0,1,,Catalog (default),,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,,,,,,
SUB_60007_04,SUB_60007,Making Coffee,Making Coffee,Making Coffee,Making Coffee,1,1,1,1,0,1,,Catalog (default),,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,,,,,,
SUB_60008,MC_60001,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",1,1,1,1,0,1,,Catalog (default),,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",,,,,,
SUB_60008_01,SUB_60008,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,1,1,1,1,0,1,,Catalog (default),,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,,,,,,
SUB_60008_02,SUB_60008,TV & Sat,TV & Sat,TV & Sat,TV & Sat,1,1,1,1,0,1,,Catalog (default),,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,,,,,,
SUB_60008_03,SUB_60008,Car Hifi,Car Hifi,Car Hifi,Car Hifi,1,1,1,1,0,1,,Catalog (default),,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,,,,,,
SUB_60008_04,SUB_60008,Audio accessories,Audio accessories,Audio accessories,Audio accessories,1,1,1,1,0,1,,Catalog (default),,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,,,,,,
SUB_60009,MC_60001,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,1,1,1,1,0,1,,Catalog (default),,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,,,,,,
SUB_60009_01,SUB_60009,Smartphones,Smartphones,Smartphones,Smartphones,1,1,1,1,0,1,,Catalog (default),,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,,,,,,
SUB_60009_02,SUB_60009,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,1,1,1,1,0,1,,Catalog (default),,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,,,,,,
SUB_60009_03,SUB_60009,Navigation,Navigation,Navigation,Navigation,1,1,1,1,0,1,,Catalog (default),,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,,,,,,
SUB_60009_04,SUB_60009,Smartwatch,Smartwatch,Smartwatch,Smartwatch,1,1,1,1,0,1,,Catalog (default),,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,,,,,,
SUB_60010,MC_60001,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,1,1,1,1,0,1,,Catalog (default),,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,,,,,,
SUB_60011,MC_60001,Software,Software,Software,Software,1,1,1,1,0,1,,Catalog (default),,Software,Software,Software,Software,Software,Software,Software,Software,Software,,,,,,
SUB_60012,MC_60001,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,1,1,1,1,0,1,,Catalog (default),,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,,,,,,
SUB_60012_01,SUB_60012,Building Technology,Building Technology,Building Technology,Building Technology,1,1,1,1,0,1,,Catalog (default),,Building Technology,Building Technology,Building Technology,Building Technology,Building Technology,Building Technology,Building Technology,Building Technology,Building Technology,,,,,,
SUB_60012_02,SUB_60012,SMART Living,SMART Living,SMART Living,SMART Living,1,1,1,1,0,1,,Catalog (default),,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,,,,,,
SUB_60012_03,SUB_60012,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,1,1,1,1,0,1,,Catalog (default),,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,,,,,,
SUB_60012_04,SUB_60012,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,1,1,1,1,0,1,,Catalog (default),,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,,,,,,
SUB_60012_05,SUB_60012,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,1,1,1,1,0,1,,Catalog (default),,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,,,,,,
SUB_60012_06,SUB_60012,Active Components,Active Components,Active Components,Active Components,1,1,1,1,0,1,,Catalog (default),,Active Components,Active Components,Active Components,Active Components,Active Components,Active Components,Active Components,Active Components,Active Components,,,,,,
SUB_60012_07,SUB_60012,Passive Components,Passive Components,Passive Components,Passive Components,1,1,1,1,0,1,,Catalog (default),,Passive Components,Passive Components,Passive Components,Passive Components,Passive Components,Passive Components,Passive Components,Passive Components,Passive Components,,,,,,
SUB_60012_08,SUB_60012,Electromechanics,Electromechanics,Electromechanics,Electromechanics,1,1,1,1,0,1,,Catalog (default),,Electromechanics,Electromechanics,Electromechanics,Electromechanics,Electromechanics,Electromechanics,Electromechanics,Electromechanics,Electromechanics,,,,,,
SUB_60012_09,SUB_60012,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,1,1,1,1,0,1,,Catalog (default),,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,,,,,,
SUB_60014,MC_60001,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,1,1,1,1,0,1,,Catalog (default),,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,,,,,,
SUB_60014_01,SUB_60014,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,1,1,1,1,0,1,,Catalog (default),,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,,,,,,
SUB_60014_02,SUB_60014,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,1,1,1,1,0,1,,Catalog (default),,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,,,,,,
SUB_60014_03,SUB_60014,Hair care,Hair care,Hair care,Hair care,1,1,1,1,0,1,,Catalog (default),,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,,,,,,
SUB_70001,MC_70001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,,Catalog (default),,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,,,,,,
SUB_70001_01,SUB_70001,Alcohol,Alcohol,Alcohol,Alcohol,1,1,1,1,0,1,,Catalog (default),,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,,,,,,
SUB_70001_02,SUB_70001,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,1,1,1,1,0,1,,Catalog (default),,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,,,,,,
SUB_70002,MC_70001,Food,Food,Food,Food,1,1,1,1,0,1,,Catalog (default),,Food,Food,Food,Food,Food,Food,Food,Food,Food,,,,,,
SUB_70003,MC_70001,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,1,1,1,1,0,1,,Catalog (default),,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,,,,,,
SUB_70003_01,SUB_70003,Sweet,Sweet,Sweet,Sweet,1,1,1,1,0,1,,Catalog (default),,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,,,,,,
SUB_70003_02,SUB_70003,Salty,Salty,Salty,Salty,1,1,1,1,0,1,,Catalog (default),,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,,,,,,
SUB_70003_03,SUB_70003,Sour,Sour,Sour,Sour,1,1,1,1,0,1,,Catalog (default),,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,,,,,,
SUB_80001,MC_80001,Bathroom,Bathroom,Bathroom,Bathroom,1,1,1,1,0,1,,Catalog (default),,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,,,,,,
SUB_80002,MC_80001,Lighting,Lighting,Lighting,Lighting,1,1,1,1,0,1,,Catalog (default),,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,,,,,,
SUB_80002_01,SUB_80002,Indoor lights,Indoor lights,Indoor lights,Indoor lights,1,1,1,1,0,1,,Catalog (default),,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,,,,,,
SUB_80002_02,SUB_80002,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,1,1,1,1,0,1,,Catalog (default),,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,,,,,,
SUB_80002_03,SUB_80002,Bulbs,Bulbs,Bulbs,Bulbs,1,1,1,1,0,1,,Catalog (default),,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,,,,,,
SUB_80003,MC_80001,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,1,1,1,1,0,1,,Catalog (default),,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,,,,,,
SUB_80004,MC_80001,Garden,Garden,Garden,Garden,1,1,1,1,0,1,,Catalog (default),,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,,,,,,
SUB_80004_01,SUB_80004,Barbeque,Barbeque,Barbeque,Barbeque,1,1,1,1,0,1,,Catalog (default),,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,,,,,,
SUB_80004_02,SUB_80004,Garden Tools,Garden Tools,Garden Tools,Garden Tools,1,1,1,1,0,1,,Catalog (default),,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,,,,,,
SUB_80004_03,SUB_80004,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,1,1,1,1,0,1,,Catalog (default),,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,,,,,,
SUB_80004_04,SUB_80004,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,1,1,1,1,0,1,,Catalog (default),,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,,,,,,
SUB_80004_05,SUB_80004,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,1,1,1,1,0,1,,Catalog (default),,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,,,,,,
SUB_80004_06,SUB_80004,Pool Technology,Pool Technology,Pool Technology,Pool Technology,1,1,1,1,0,1,,Catalog (default),,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,,,,,,
SUB_80005,MC_80001,Household goods,Household goods,Household goods,Household goods,1,1,1,1,0,1,,Catalog (default),,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,,,,,,
SUB_80006,MC_80001,Home textiles,Home textiles,Home textiles,Home textiles,1,1,1,1,0,1,,Catalog (default),,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,,,,,,
SUB_80007,MC_80001,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,1,1,1,1,0,1,,Catalog (default),,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,,,,,,
SUB_80007_01,SUB_80007,Electric Tools,Electric Tools,Electric Tools,Electric Tools,1,1,1,1,0,1,,Catalog (default),,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,,,,,,
SUB_80007_02,SUB_80007,Hand Tools,Hand Tools,Hand Tools,Hand Tools,1,1,1,1,0,1,,Catalog (default),,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,,,,,,
SUB_80007_03,SUB_80007,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,1,1,1,1,0,1,,Catalog (default),,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,,,,,,
SUB_80007_04,SUB_80007,Building needs,Building needs,Building needs,Building needs,1,1,1,1,0,1,,Catalog (default),,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,,,,,,
SUB_80007_05,SUB_80007,Electrics,Electrics,Electrics,Electrics,1,1,1,1,0,1,,Catalog (default),,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,,,,,,
SUB_80007_06,SUB_80007,Ironmongery,Ironmongery,Ironmongery,Ironmongery,1,1,1,1,0,1,,Catalog (default),,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,,,,,,
SUB_80007_07,SUB_80007,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,1,1,1,1,0,1,,Catalog (default),,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,,,,,,
SUB_80008,MC_80001,Kitchen,Kitchen,Kitchen,Kitchen,1,1,1,1,0,1,,Catalog (default),,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,,,,,,
SUB_80009,MC_80001,Indoor climate,Indoor climate,Indoor climate,Indoor climate,1,1,1,1,0,1,,Catalog (default),,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,,,,,,
SUB_80010,MC_80001,Furniture,Furniture,Furniture,Furniture,1,1,1,1,0,1,,Catalog (default),,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,,,,,,
SUB_80010_01,SUB_80010,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,1,1,1,1,0,1,,Catalog (default),,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,,,,,,
SUB_80010_02,SUB_80010,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,1,1,1,1,0,1,,Catalog (default),,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,,,,,,
SUB_80010_03,SUB_80010,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,1,1,1,1,0,1,,Catalog (default),,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,,,,,,
SUB_80010_04,SUB_80010,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,1,1,1,1,0,1,,Catalog (default),,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,,,,,,
SUB_80010_05,SUB_80010,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,1,1,1,1,0,1,,Catalog (default),,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,,,,,,
SUB_80010_06,SUB_80010,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,1,1,1,1,0,1,,Catalog (default),,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,,,,,,
