category_key,parent_category_key,name.en_US,name.en_GB,name.en_IE,name.fr_BE,name.nl_BE,name.nl_NL,meta_title.en_US,meta_title.en_GB,meta_title.en_IE,meta_title.fr_BE,meta_title.nl_BE,meta_title.nl_NL,meta_description.en_US,meta_description.en_GB,meta_description.en_IE,meta_description.fr_BE,meta_description.nl_BE,meta_description.nl_NL,meta_keywords.en_US,meta_keywords.en_GB,meta_keywords.en_IE,meta_keywords.fr_BE,meta_keywords.nl_BE,meta_keywords.nl_NL,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,category_image_name.en_GB,category_image_name.en_IE,category_image_name.fr_BE,category_image_name.nl_BE,category_image_name.nl_NL
SUB_80001,MC_80001,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,Bathroom,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80002,MC_80001,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,Lighting,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80002_01,SUB_80002,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,Indoor lights,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_80002_02,SUB_80002,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_80002_03,SUB_80002,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,Bulbs,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_80003,MC_80001,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004,MC_80001,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004_01,SUB_80004,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,Barbeque,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004_02,SUB_80004,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,Garden Tools,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004_03,SUB_80004,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004_04,SUB_80004,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004_05,SUB_80004,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80004_06,SUB_80004,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,Pool Technology,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80005,MC_80001,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,Household goods,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80006,MC_80001,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,Home textiles,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007,MC_80001,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_01,SUB_80007,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,Electric Tools,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_02,SUB_80007,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,Hand Tools,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_03,SUB_80007,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_04,SUB_80007,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,Building needs,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_05,SUB_80007,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,Electrics,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_06,SUB_80007,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,Ironmongery,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80007_07,SUB_80007,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80008,MC_80001,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,Kitchen,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80009,MC_80001,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,Indoor climate,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010,MC_80001,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_01,SUB_80010,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_02,SUB_80010,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_03,SUB_80010,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_04,SUB_80010,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_05,SUB_80010,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_06,SUB_80010,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_07,SUB_80010,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_80010_08,SUB_80010,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_90001,shop,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90001,MC_90001,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,Book world,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90002,MC_90001,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,Film world,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90003,MC_90001,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,Gaming World,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90004,MC_90001,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,Music World,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90005,MC_90001,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,Series world,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90006,MC_90001,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,Fan articles,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90006_01,SUB_90006,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90006_01_01,SUB_90006_01,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90006_01_01a,SUB_90006_01_01,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_90006_01_01b,SUB_90006_01_01,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_90006_01_01c,SUB_90006_01_01,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_90006_01_01d,SUB_90006_01_01,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_90006_01_01e,SUB_90006_01_01,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_90006_01_01f,SUB_90006_01_01,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_90006_01_02,SUB_90006_01,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_90007,MC_90001,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,all other worlds,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_11001,shop,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11001,MC_11001,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11001_01,SUB_11001,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11001_02,SUB_11001,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,Belt,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11001_03,SUB_11001,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11001_04,SUB_11001,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,Sunglasses,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11002,MC_11001,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003,MC_11001,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_01,SUB_11003,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_02,SUB_11003,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_03,SUB_11003,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_04,SUB_11003,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_05,SUB_11003,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,1,1,1,1,0,1,,Catalog (default),,,,,,
