category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.sl_SI,name.hr_HR,name.bs_BA,name.sr_RS,meta_title.sl_SI,meta_title.hr_HR,meta_title.bs_BA,meta_title.sr_RS,meta_description.sl_SI,meta_description.hr_HR,meta_description.bs_BA,meta_description.sr_RS,meta_keywords.sl_SI,meta_keywords.hr_HR,meta_keywords.bs_BA,meta_keywords.sr_RS,category_image_name.sl_SI,category_image_name.hr_HR,category_image_name.bs_BA,category_image_name.sr_RS,name.sr_ME,meta_title.sr_ME,meta_description.sr_ME,meta_keywords.sr_ME,category_image_name.sr_ME
SUB_60010,MC_60001,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,1,1,1,1,0,1,,Catalog (default),,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,Elektronik Zubehör,,,,,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,
SUB_60011,MC_60001,Software,Software,Software,Software,1,1,1,1,0,1,,Catalog (default),,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,,,,,Software,Software,Software,Software,
SUB_60014,MC_60001,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,1,1,1,1,0,1,,Catalog (default),,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,Körperpflege & Wellness,,,,,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,
SUB_60014_01,SUB_60014,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,1,1,1,1,0,1,,Catalog (default),,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Bartschneider & Haarschneider,,,,,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,
SUB_60014_02,SUB_60014,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,1,1,1,1,0,1,,Catalog (default),,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektronische Zahnbürsten,,,,,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,
SUB_60014_03,SUB_60014,Hair care,Hair care,Hair care,Hair care,1,1,1,1,0,1,,Catalog (default),,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,Haarpflege,,,,,Hair care,Hair care,Hair care,Hair care,
MC_70001,shop,Food & Drink,Food & Drink,Food & Drink,Food & Drink,1,1,1,1,0,1,,Catalog (default),,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,Essen & Trinken,,,,,Food & Drink,Food & Drink,Food & Drink,Food & Drink,
SUB_70001,MC_70001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,,Catalog (default),,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,Getränke,,,,,Beverages,Beverages,Beverages,Beverages,
SUB_70001_01,SUB_70001,Alcohol,Alcohol,Alcohol,Alcohol,1,1,1,1,0,1,,Catalog (default),,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,,,,,Alcohol,Alcohol,Alcohol,Alcohol,
SUB_70001_02,SUB_70001,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,1,1,1,1,0,1,,Catalog (default),,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,Alkoholfrei,,,,,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,
SUB_70002,MC_70001,Food,Food,Food,Food,1,1,1,1,0,1,,Catalog (default),,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,Lebensmittel,,,,,Food,Food,Food,Food,
SUB_70003,MC_70001,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,1,1,1,1,0,1,,Catalog (default),,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,,,,,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,
SUB_70003_01,SUB_70003,Sweet,Sweet,Sweet,Sweet,1,0,1,0,0,1,,Catalog (default),,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,Süss,,,,,Sweet,Sweet,Sweet,Sweet,
SUB_70003_02,SUB_70003,Salty,Salty,Salty,Salty,1,0,1,0,0,1,,Catalog (default),,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,Salzig,,,,,Salty,Salty,Salty,Salty,
SUB_70003_03,SUB_70003,Sour,Sour,Sour,Sour,1,0,1,0,0,1,,Catalog (default),,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,Sauer,,,,,Sour,Sour,Sour,Sour,
MC_80001,shop,Home & Garden,Home & Garden,Home & Garden,Home & Garden,1,1,1,1,0,1,,Catalog (default),,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,Haus & Garten,,,,,Home & Garden,Home & Garden,Home & Garden,Home & Garden,
SUB_80001,MC_80001,Bathroom,Bathroom,Bathroom,Bathroom,1,1,1,1,0,1,,Catalog (default),,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,Badezimmer,,,,,Bathroom,Bathroom,Bathroom,Bathroom,
SUB_80002,MC_80001,Lighting,Lighting,Lighting,Lighting,1,1,1,1,0,1,,Catalog (default),,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,Beleuchtung,,,,,Lighting,Lighting,Lighting,Lighting,
SUB_80002_01,SUB_80002,Indoor lights,Indoor lights,Indoor lights,Indoor lights,1,0,1,0,0,1,,Catalog (default),,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,Innenleuchten,,,,,Indoor lights,Indoor lights,Indoor lights,Indoor lights,
SUB_80002_02,SUB_80002,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,1,0,1,0,0,1,,Catalog (default),,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,Außenleuchten,,,,,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,
SUB_80002_03,SUB_80002,Bulbs,Bulbs,Bulbs,Bulbs,1,0,1,0,0,1,,Catalog (default),,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,Leuchtmittel,,,,,Bulbs,Bulbs,Bulbs,Bulbs,
SUB_80003,MC_80001,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,1,1,1,1,0,1,,Catalog (default),,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoration & Saisonartikel,,,,,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,
SUB_80004,MC_80001,Garden,Garden,Garden,Garden,1,1,1,1,0,1,,Catalog (default),,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,Garten,,,,,Garden,Garden,Garden,Garden,
SUB_80004_01,SUB_80004,Barbeque,Barbeque,Barbeque,Barbeque,1,1,1,1,0,1,,Catalog (default),,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,Grillen,,,,,Barbeque,Barbeque,Barbeque,Barbeque,
SUB_80004_02,SUB_80004,Garden Tools,Garden Tools,Garden Tools,Garden Tools,1,1,1,1,0,1,,Catalog (default),,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,Gartenwerkzeug,,,,,Garden Tools,Garden Tools,Garden Tools,Garden Tools,
SUB_80004_03,SUB_80004,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,1,1,1,1,0,1,,Catalog (default),,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,Gartenmöbel,,,,,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,
SUB_80004_04,SUB_80004,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,1,1,1,1,0,1,,Catalog (default),,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,Pflanzen & Bäume,,,,,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,
SUB_80004_05,SUB_80004,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,1,1,1,1,0,1,,Catalog (default),,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,Pflanzzubehör,,,,,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,
SUB_80004_06,SUB_80004,Pool Technology,Pool Technology,Pool Technology,Pool Technology,1,1,1,1,0,1,,Catalog (default),,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,Pooltechnik,,,,,Pool Technology,Pool Technology,Pool Technology,Pool Technology,
SUB_80005,MC_80001,Household goods,Household goods,Household goods,Household goods,1,1,1,1,0,1,,Catalog (default),,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,Haushaltswaren,,,,,Household goods,Household goods,Household goods,Household goods,
SUB_80006,MC_80001,Home textiles,Home textiles,Home textiles,Home textiles,1,1,1,1,0,1,,Catalog (default),,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,Heimtextilien,,,,,Home textiles,Home textiles,Home textiles,Home textiles,
SUB_80007,MC_80001,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,1,1,1,1,0,1,,Catalog (default),,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,Heimwerken,,,,,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,
SUB_80007_01,SUB_80007,Electric Tools,Electric Tools,Electric Tools,Electric Tools,1,1,1,1,0,1,,Catalog (default),,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,Elektrowerkzeuge,,,,,Electric Tools,Electric Tools,Electric Tools,Electric Tools,
SUB_80007_02,SUB_80007,Hand Tools,Hand Tools,Hand Tools,Hand Tools,1,1,1,1,0,1,,Catalog (default),,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,Handwerkzeuge,,,,,Hand Tools,Hand Tools,Hand Tools,Hand Tools,
SUB_80007_03,SUB_80007,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,1,1,1,1,0,1,,Catalog (default),,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,Werkzeugzubehör,,,,,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,
SUB_80007_04,SUB_80007,Building needs,Building needs,Building needs,Building needs,1,1,1,1,0,1,,Catalog (default),,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,Baubedarf,,,,,Building needs,Building needs,Building needs,Building needs,
SUB_80007_05,SUB_80007,Electrics,Electrics,Electrics,Electrics,1,1,1,1,0,1,,Catalog (default),,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,Elektrik,,,,,Electrics,Electrics,Electrics,Electrics,
SUB_80007_06,SUB_80007,Ironmongery,Ironmongery,Ironmongery,Ironmongery,1,1,1,1,0,1,,Catalog (default),,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,Eisenwaren,,,,,Ironmongery,Ironmongery,Ironmongery,Ironmongery,
SUB_80007_07,SUB_80007,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,1,1,1,1,0,1,,Catalog (default),,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,Malen & Renovieren,,,,,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,
SUB_80008,MC_80001,Kitchen,Kitchen,Kitchen,Kitchen,1,1,1,1,0,1,,Catalog (default),,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,Küche,,,,,Kitchen,Kitchen,Kitchen,Kitchen,
SUB_80009,MC_80001,Indoor climate,Indoor climate,Indoor climate,Indoor climate,1,1,1,1,0,1,,Catalog (default),,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,Raumklima,,,,,Indoor climate,Indoor climate,Indoor climate,Indoor climate,
SUB_80010,MC_80001,Furniture,Furniture,Furniture,Furniture,1,1,1,1,0,1,,Catalog (default),,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,Möbel,,,,,Furniture,Furniture,Furniture,Furniture,
SUB_80010_01,SUB_80010,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,1,1,1,1,0,1,,Catalog (default),,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,Küchenmöbel,,,,,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,
SUB_80010_02,SUB_80010,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,1,1,1,1,0,1,,Catalog (default),,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,Schlafzimmermöbel,,,,,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,
SUB_80010_03,SUB_80010,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,1,1,1,1,0,1,,Catalog (default),,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,Wohnzimmermöbel,,,,,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,
SUB_80010_04,SUB_80010,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,1,1,1,1,0,1,,Catalog (default),,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,Esszimmermöbel,,,,,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,
SUB_80010_05,SUB_80010,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,1,1,1,1,0,1,,Catalog (default),,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,Arbeitszimmermöbel,,,,,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,
SUB_80010_06,SUB_80010,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,1,1,1,1,0,1,,Catalog (default),,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,Kinderzimmermöbel,,,,,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,
SUB_80010_07,SUB_80010,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,1,1,1,1,0,1,,Catalog (default),,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,Badezimmer Möbel,,,,,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,
SUB_80010_08,SUB_80010,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,1,1,1,1,0,1,,Catalog (default),,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,Flur Möbel,,,,,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,
MC_90001,shop,Merchandise,Merchandise,Merchandise,Merchandise,1,1,1,1,0,1,,Catalog (default),,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,Merchandise,,,,,Merchandise,Merchandise,Merchandise,Merchandise,
SUB_90001,MC_90001,Book world,Book world,Book world,Book world,1,1,1,1,0,1,,Catalog (default),,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,Buchwelt,,,,,Book world,Book world,Book world,Book world,
SUB_90002,MC_90001,Film world,Film world,Film world,Film world,1,1,1,1,0,1,,Catalog (default),,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,Filmwelt,,,,,Film world,Film world,Film world,Film world,
SUB_90003,MC_90001,Gaming World,Gaming World,Gaming World,Gaming World,1,1,1,1,0,1,,Catalog (default),,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,Gamingwelt,,,,,Gaming World,Gaming World,Gaming World,Gaming World,
SUB_90004,MC_90001,Music World,Music World,Music World,Music World,1,1,1,1,0,1,,Catalog (default),,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,Musikwelt,,,,,Music World,Music World,Music World,Music World,
SUB_90005,MC_90001,Series world,Series world,Series world,Series world,1,1,1,1,0,1,,Catalog (default),,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,Serienwelt,,,,,Series world,Series world,Series world,Series world,
SUB_90006,MC_90001,Fan articles,Fan articles,Fan articles,Fan articles,1,1,1,1,0,1,,Catalog (default),,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,Fanartikel,,,,,Fan articles,Fan articles,Fan articles,Fan articles,
SUB_90006_01,SUB_90006,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,myWorld,,,,,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,
